,Company_id,id_visiter,time_enter,time_exit
2063,4,1121,2020-01-04 21:43:40,2020-01-04 21:43:40
2064,4,1119,2020-01-04 21:40:58,2020-01-04 21:45:28
2065,1,1121,2020-01-04 21:43:40,2020-01-04 21:48:29
2066,2,1121,2020-01-04 21:48:29,2020-01-04 21:54:25
2067,1,1122,2020-01-04 21:52:58,2020-01-04 22:00:30
2068,3,1123,2020-01-04 21:59:13,2020-01-04 22:03:56
2069,4,1123,2020-01-04 22:03:56,2020-01-04 22:07:11
2070,3,1124,2020-01-04 22:04:05,2020-01-04 22:07:14
2071,4,1125,2020-01-04 22:09:34,2020-01-04 22:09:34
2072,2,1123,2020-01-04 22:07:11,2020-01-04 22:11:58
2073,4,1124,2020-01-04 22:07:14,2020-01-04 22:14:27
2074,1,1125,2020-01-04 22:09:34,2020-01-04 22:16:48
2075,2,1126,2020-01-04 22:11:19,2020-01-04 22:17:41
2076,2,1127,2020-01-04 22:15:14,2020-01-04 22:17:49
2077,1,1124,2020-01-04 22:14:27,2020-01-04 22:20:30
2078,2,1124,2020-01-04 22:20:30,2020-01-04 22:23:49
2079,1,1127,2020-01-04 22:17:49,2020-01-04 22:24:23
2080,1,1129,2020-01-04 22:25:58,2020-01-04 22:33:59
2081,3,1130,2020-01-04 22:31:02,2020-01-04 22:35:06
2082,3,1131,2020-01-04 22:37:55,2020-01-04 22:41:25
2083,1,1131,2020-01-04 22:41:25,2020-01-04 22:46:28
2084,4,1132,2020-01-04 22:42:46,2020-01-04 22:48:48
2085,5,1130,2020-01-04 22:35:06,2020-01-04 22:54:07
2086,2,1132,2020-01-04 22:48:48,2020-01-04 22:55:10
2087,2,1134,2020-01-04 22:54:19,2020-01-04 22:56:33
2088,1,1132,2020-01-04 22:55:10,2020-01-04 22:59:35
2089,2,1130,2020-01-04 22:54:07,2020-01-04 23:00:33
2090,3,1135,2020-01-04 22:59:48,2020-01-04 23:07:03
2091,2,1136,2020-01-04 23:06:10,2020-01-04 23:09:55
2092,1,1135,2020-01-04 23:07:03,2020-01-04 23:14:42
2093,2,1137,2020-01-04 23:12:32,2020-01-04 23:16:40
2094,3,1136,2020-01-04 23:09:55,2020-01-04 23:16:42
2095,3,1137,2020-01-04 23:16:40,2020-01-04 23:18:24
2096,2,1138,2020-01-04 23:14:59,2020-01-04 23:21:08
2097,1,1136,2020-01-04 23:16:42,2020-01-04 23:22:37
2098,1,1137,2020-01-04 23:18:24,2020-01-04 23:24:19
2099,4,1137,2020-01-04 23:24:19,2020-01-04 23:30:26
2100,1,1139,2020-01-04 23:24:37,2020-01-04 23:30:43
2101,2,1140,2020-01-04 23:31:39,2020-01-04 23:32:59
2102,1,1140,2020-01-04 23:32:59,2020-01-04 23:34:49
2103,3,1140,2020-01-04 23:34:49,2020-01-04 23:43:46
2104,2,1143,2020-01-04 23:45:09,2020-01-04 23:47:00
2105,2,1142,2020-01-04 23:42:53,2020-01-04 23:47:02
2106,1,1143,2020-01-04 23:47:00,2020-01-04 23:53:18
2107,2,1144,2020-01-04 23:48:34,2020-01-04 23:57:53
2108,2,1145,2020-01-04 23:52:29,2020-01-04 23:57:56
2109,5,1141,2020-01-04 23:36:51,2020-01-04 23:58:06
2110,1,1141,2020-01-04 23:58:06,2020-01-05 00:01:54
2111,1,1145,2020-01-04 23:57:56,2020-01-05 00:02:12
2112,1,1147,2020-01-05 00:00:25,2020-01-05 00:03:14
2113,1,1148,2020-01-05 00:03:47,2020-01-05 00:08:09
2114,2,1149,2020-01-05 00:12:06,2020-01-05 00:15:22
2115,1,1150,2020-01-05 00:21:31,2020-01-05 00:25:09
2116,4,1150,2020-01-05 00:25:09,2020-01-05 00:32:42
2117,1,1152,2020-01-05 00:30:39,2020-01-05 00:32:50
2118,5,1149,2020-01-05 00:15:22,2020-01-05 00:34:31
2119,2,1150,2020-01-05 00:32:42,2020-01-05 00:37:23
2120,2,1152,2020-01-05 00:32:50,2020-01-05 00:41:20
2121,5,1151,2020-01-05 00:25:05,2020-01-05 00:42:45
2122,1,1153,2020-01-05 00:38:26,2020-01-05 00:42:48
2123,4,1152,2020-01-05 00:41:20,2020-01-05 00:44:12
2124,2,1153,2020-01-05 00:42:48,2020-01-05 00:44:18
2125,1,1154,2020-01-05 00:44:03,2020-01-05 00:45:55
2126,3,1155,2020-01-05 00:49:02,2020-01-05 00:54:40
2127,5,1153,2020-01-05 00:44:18,2020-01-05 01:03:23
2128,5,1156,2020-01-05 00:54:23,2020-01-05 01:12:45
2129,1,1158,2020-01-05 01:07:02,2020-01-05 01:14:24
2130,4,1158,2020-01-05 01:14:24,2020-01-05 01:14:24
2131,2,1159,2020-01-05 01:09:51,2020-01-05 01:16:25
2132,4,1160,2020-01-05 01:13:06,2020-01-05 01:20:21
2133,3,1162,2020-01-05 01:27:21,2020-01-05 01:31:06
2134,1,1162,2020-01-05 01:31:06,2020-01-05 01:33:43
2135,3,1163,2020-01-05 01:33:38,2020-01-05 01:38:43
2136,5,1160,2020-01-05 01:20:21,2020-01-05 01:40:02
2137,2,1163,2020-01-05 01:38:43,2020-01-05 01:41:24
2138,5,1161,2020-01-05 01:21:16,2020-01-05 01:41:32
2139,1,1164,2020-01-05 01:37:30,2020-01-05 01:42:59
2140,1,1160,2020-01-05 01:40:02,2020-01-05 01:45:25
2141,3,1161,2020-01-05 01:41:32,2020-01-05 01:45:32
2142,2,1165,2020-01-05 01:42:16,2020-01-05 01:46:32
2143,1,1163,2020-01-05 01:41:24,2020-01-05 01:47:01
2144,1,1161,2020-01-05 01:45:32,2020-01-05 01:48:29
2145,2,1160,2020-01-05 01:45:25,2020-01-05 01:50:44
2146,2,1161,2020-01-05 01:48:29,2020-01-05 01:53:25
2147,4,1166,2020-01-05 01:46:22,2020-01-05 01:53:27
2148,1,1167,2020-01-05 01:51:54,2020-01-05 01:58:26
2149,1,1166,2020-01-05 01:53:27,2020-01-05 01:59:29
2150,2,1168,2020-01-05 01:57:40,2020-01-05 02:02:44
2151,2,1167,2020-01-05 01:58:26,2020-01-05 02:03:17
2152,2,1169,2020-01-05 02:04:37,2020-01-05 02:07:50
2153,1,1169,2020-01-05 02:07:50,2020-01-05 02:11:31
2154,1,1172,2020-01-05 02:15:48,2020-01-05 02:15:48
2155,5,1166,2020-01-05 01:59:29,2020-01-05 02:18:25
2156,1,1171,2020-01-05 02:11:06,2020-01-05 02:18:38
2157,2,1173,2020-01-05 02:23:56,2020-01-05 02:24:35
2158,3,1173,2020-01-05 02:24:35,2020-01-05 02:30:29
2159,5,1172,2020-01-05 02:15:48,2020-01-05 02:33:05
2160,2,1172,2020-01-05 02:33:05,2020-01-05 02:38:20
2161,2,1174,2020-01-05 02:31:30,2020-01-05 02:39:03
2162,2,1176,2020-01-05 02:41:16,2020-01-05 02:45:13
2163,2,1175,2020-01-05 02:37:47,2020-01-05 02:45:39
2164,3,1177,2020-01-05 02:46:31,2020-01-05 02:52:55
2165,1,1178,2020-01-05 02:50:21,2020-01-05 02:56:19
2166,2,1177,2020-01-05 02:52:55,2020-01-05 02:59:29
2167,2,1179,2020-01-05 02:57:09,2020-01-05 03:00:22
2168,5,1175,2020-01-05 02:45:39,2020-01-05 03:02:07
2169,2,1181,2020-01-05 03:05:20,2020-01-05 03:08:13
2170,2,1180,2020-01-05 03:04:16,2020-01-05 03:08:18
2171,1,1181,2020-01-05 03:08:13,2020-01-05 03:12:53
2172,3,1183,2020-01-05 03:14:45,2020-01-05 03:20:24
2173,5,1183,2020-01-05 03:20:24,2020-01-05 03:20:24
2174,4,1184,2020-01-05 03:22:39,2020-01-05 03:22:39
2175,5,1184,2020-01-05 03:22:39,2020-01-05 03:22:39
2176,4,1183,2020-01-05 03:20:24,2020-01-05 03:25:00
2177,5,1180,2020-01-05 03:08:18,2020-01-05 03:25:56
2178,5,1182,2020-01-05 03:10:16,2020-01-05 03:30:49
2179,1,1185,2020-01-05 03:26:16,2020-01-05 03:31:45
2180,2,1185,2020-01-05 03:31:45,2020-01-05 03:32:30
2181,2,1186,2020-01-05 03:32:43,2020-01-05 03:37:50
2182,3,1187,2020-01-05 03:34:19,2020-01-05 03:40:16
2183,2,1188,2020-01-05 03:39:14,2020-01-05 03:46:21
2184,5,1190,2020-01-05 03:51:38,2020-01-05 03:51:38
2185,3,1189,2020-01-05 03:46:28,2020-01-05 03:52:35
2186,1,1190,2020-01-05 03:51:38,2020-01-05 03:55:31
2187,5,1187,2020-01-05 03:40:16,2020-01-05 03:57:43
2188,1,1191,2020-01-05 03:57:58,2020-01-05 04:01:53
2189,2,1187,2020-01-05 03:57:43,2020-01-05 04:02:41
2190,2,1191,2020-01-05 04:01:53,2020-01-05 04:05:45
2191,5,1188,2020-01-05 03:46:21,2020-01-05 04:07:47
2192,1,1193,2020-01-05 04:02:14,2020-01-05 04:08:52
2193,1,1188,2020-01-05 04:07:47,2020-01-05 04:10:54
2194,2,1194,2020-01-05 04:07:30,2020-01-05 04:12:32
2195,1,1194,2020-01-05 04:12:32,2020-01-05 04:18:56
2196,5,1192,2020-01-05 04:01:18,2020-01-05 04:20:12
2197,4,1195,2020-01-05 04:13:41,2020-01-05 04:21:21
2198,3,1192,2020-01-05 04:20:12,2020-01-05 04:22:31
2199,2,1196,2020-01-05 04:20:10,2020-01-05 04:24:39
2200,3,1198,2020-01-05 04:29:43,2020-01-05 04:30:56
2201,2,1197,2020-01-05 04:25:28,2020-01-05 04:32:32
2202,1,1198,2020-01-05 04:30:56,2020-01-05 04:33:29
2203,2,1198,2020-01-05 04:33:29,2020-01-05 04:38:50
2204,1,1199,2020-01-05 04:36:15,2020-01-05 04:40:02
2205,5,1195,2020-01-05 04:21:21,2020-01-05 04:43:55
2206,1,1200,2020-01-05 04:38:09,2020-01-05 04:44:35
2207,1,1201,2020-01-05 04:43:19,2020-01-05 04:48:53
2208,2,1195,2020-01-05 04:43:55,2020-01-05 04:49:08
2209,2,1201,2020-01-05 04:48:53,2020-01-05 04:49:51
2210,2,1202,2020-01-05 04:48:15,2020-01-05 04:49:58
2211,3,1200,2020-01-05 04:44:35,2020-01-05 04:50:48
2212,4,1200,2020-01-05 04:50:48,2020-01-05 04:50:48
2213,1,1202,2020-01-05 04:49:58,2020-01-05 04:52:48
2214,4,1201,2020-01-05 04:49:51,2020-01-05 04:57:01
2215,5,1198,2020-01-05 04:38:50,2020-01-05 04:58:53
2216,1,1204,2020-01-05 04:55:37,2020-01-05 04:59:06
2217,2,1205,2020-01-05 05:04:57,2020-01-05 05:10:08
2218,5,1203,2020-01-05 04:53:00,2020-01-05 05:10:53
2219,2,1203,2020-01-05 05:10:53,2020-01-05 05:13:56
2220,1,1206,2020-01-05 05:07:44,2020-01-05 05:14:19
2221,1,1205,2020-01-05 05:10:08,2020-01-05 05:16:03
2222,2,1207,2020-01-05 05:13:49,2020-01-05 05:17:14
2223,4,1206,2020-01-05 05:14:19,2020-01-05 05:18:46
2224,1,1203,2020-01-05 05:13:56,2020-01-05 05:21:01
2225,2,1208,2020-01-05 05:18:00,2020-01-05 05:22:24
2226,1,1207,2020-01-05 05:17:14,2020-01-05 05:23:31
2227,1,1208,2020-01-05 05:22:24,2020-01-05 05:27:57
2228,1,1209,2020-01-05 05:24:50,2020-01-05 05:28:59
2229,3,1208,2020-01-05 05:27:57,2020-01-05 05:34:11
2230,1,1211,2020-01-05 05:33:42,2020-01-05 05:40:35
2231,5,1210,2020-01-05 05:28:48,2020-01-05 05:50:42
2232,2,1213,2020-01-05 05:45:35,2020-01-05 05:50:58
2233,1,1214,2020-01-05 05:51:26,2020-01-05 05:52:59
2234,2,1214,2020-01-05 05:52:59,2020-01-05 05:54:17
2235,3,1210,2020-01-05 05:50:42,2020-01-05 05:55:42
2236,5,1212,2020-01-05 05:36:41,2020-01-05 05:56:14
2237,3,1213,2020-01-05 05:50:58,2020-01-05 05:57:07
2238,1,1213,2020-01-05 05:57:07,2020-01-05 06:01:59
2239,1,1210,2020-01-05 05:55:42,2020-01-05 06:02:42
2240,2,1212,2020-01-05 05:56:14,2020-01-05 06:02:44
2241,4,1212,2020-01-05 06:02:44,2020-01-05 06:03:10
2242,2,1215,2020-01-05 05:56:36,2020-01-05 06:03:28
2243,1,1216,2020-01-05 06:04:46,2020-01-05 06:10:23
2244,2,1217,2020-01-05 06:10:22,2020-01-05 06:19:41
2245,1,1218,2020-01-05 06:13:50,2020-01-05 06:21:37
2246,1,1217,2020-01-05 06:19:41,2020-01-05 06:26:13
2247,5,1217,2020-01-05 06:26:13,2020-01-05 06:26:13
2248,1,1219,2020-01-05 06:20:34,2020-01-05 06:26:50
2249,1,1221,2020-01-05 06:26:00,2020-01-05 06:31:23
2250,3,1219,2020-01-05 06:26:50,2020-01-05 06:31:29
2251,2,1219,2020-01-05 06:31:29,2020-01-05 06:37:26
2252,4,1222,2020-01-05 06:32:18,2020-01-05 06:37:56
2253,1,1223,2020-01-05 06:37:00,2020-01-05 06:41:49
2254,5,1223,2020-01-05 06:41:49,2020-01-05 06:41:49
2255,5,1220,2020-01-05 06:23:26,2020-01-05 06:42:11
2256,5,1218,2020-01-05 06:21:37,2020-01-05 06:42:13
2257,1,1222,2020-01-05 06:37:56,2020-01-05 06:45:01
2258,4,1224,2020-01-05 06:45:13,2020-01-05 06:45:13
2259,2,1223,2020-01-05 06:41:49,2020-01-05 06:45:51
2260,1,1220,2020-01-05 06:42:11,2020-01-05 06:47:39
2261,4,1220,2020-01-05 06:47:39,2020-01-05 06:47:39
2262,4,1218,2020-01-05 06:42:13,2020-01-05 06:48:05
2263,3,1218,2020-01-05 06:48:05,2020-01-05 06:53:37
2264,2,1222,2020-01-05 06:45:01,2020-01-05 06:53:50
2265,2,1225,2020-01-05 06:47:07,2020-01-05 06:54:16
2266,1,1226,2020-01-05 06:50:40,2020-01-05 06:55:53
2267,4,1227,2020-01-05 06:56:31,2020-01-05 06:56:31
2268,4,1225,2020-01-05 06:54:16,2020-01-05 06:59:48
2269,1,1229,2020-01-05 07:09:11,2020-01-05 07:11:28
2270,5,1227,2020-01-05 06:56:31,2020-01-05 07:15:22
2271,2,1229,2020-01-05 07:11:28,2020-01-05 07:16:01
2272,1,1230,2020-01-05 07:14:56,2020-01-05 07:21:39
2273,2,1227,2020-01-05 07:15:22,2020-01-05 07:22:14
2274,5,1228,2020-01-05 07:03:39,2020-01-05 07:22:37
2275,1,1227,2020-01-05 07:22:14,2020-01-05 07:25:40
2276,2,1228,2020-01-05 07:22:37,2020-01-05 07:29:05
2277,1,1232,2020-01-05 07:28:29,2020-01-05 07:34:59
2278,1,1228,2020-01-05 07:29:05,2020-01-05 07:36:16
2279,1,1233,2020-01-05 07:34:46,2020-01-05 07:38:36
2280,2,1232,2020-01-05 07:34:59,2020-01-05 07:39:38
2281,5,1231,2020-01-05 07:23:30,2020-01-05 07:42:39
2282,2,1234,2020-01-05 07:44:10,2020-01-05 07:48:38
2283,3,1231,2020-01-05 07:42:39,2020-01-05 07:50:08
2284,1,1231,2020-01-05 07:50:08,2020-01-05 07:52:53
2285,3,1234,2020-01-05 07:48:38,2020-01-05 07:55:12
2286,1,1236,2020-01-05 07:55:17,2020-01-05 07:58:21
2287,2,1231,2020-01-05 07:52:53,2020-01-05 07:59:24
2288,1,1234,2020-01-05 07:55:12,2020-01-05 07:59:34
2289,4,1236,2020-01-05 07:58:21,2020-01-05 08:06:36
2290,3,1238,2020-01-05 08:05:45,2020-01-05 08:10:57
2291,2,1237,2020-01-05 08:03:01,2020-01-05 08:12:10
2292,2,1238,2020-01-05 08:10:57,2020-01-05 08:12:50
2293,1,1239,2020-01-05 08:11:17,2020-01-05 08:15:31
2294,1,1240,2020-01-05 08:21:03,2020-01-05 08:27:33
2295,2,1241,2020-01-05 08:26:32,2020-01-05 08:30:30
2296,2,1240,2020-01-05 08:27:33,2020-01-05 08:32:14
2297,1,1241,2020-01-05 08:30:30,2020-01-05 08:33:40
2298,4,1245,2020-01-05 08:38:13,2020-01-05 08:44:03
2299,2,1245,2020-01-05 08:44:03,2020-01-05 08:50:04
2300,2,1248,2020-01-05 08:45:56,2020-01-05 08:51:32
2301,5,1249,2020-01-05 08:52:39,2020-01-05 08:52:39
2302,1,1248,2020-01-05 08:51:32,2020-01-05 08:56:12
2303,5,1244,2020-01-05 08:38:13,2020-01-05 08:57:11
2304,5,1247,2020-01-05 08:43:19,2020-01-05 09:00:40
2305,1,1244,2020-01-05 08:57:11,2020-01-05 09:04:54
2306,1,1247,2020-01-05 09:00:40,2020-01-05 09:05:26
2307,2,1251,2020-01-05 09:03:45,2020-01-05 09:06:30
2308,2,1247,2020-01-05 09:05:26,2020-01-05 09:10:03
2309,1,1252,2020-01-05 09:11:03,2020-01-05 09:16:30
2310,1,1253,2020-01-05 09:17:55,2020-01-05 09:23:55
2311,1,1254,2020-01-05 09:22:40,2020-01-05 09:31:07
2312,1,1255,2020-01-05 09:28:50,2020-01-05 09:33:53
2313,3,1256,2020-01-05 09:34:08,2020-01-05 09:39:14
2314,2,1257,2020-01-05 09:37:17,2020-01-05 09:42:14
2315,3,1258,2020-01-05 09:40:21,2020-01-05 09:42:37
2316,4,1259,2020-01-05 09:41:17,2020-01-05 09:45:35
2317,2,1258,2020-01-05 09:42:37,2020-01-05 09:46:21
2318,2,1260,2020-01-05 09:47:30,2020-01-05 09:53:01
2319,1,1260,2020-01-05 09:53:01,2020-01-05 09:54:28
2320,4,1261,2020-01-05 09:54:45,2020-01-05 09:59:54
2321,2,1262,2020-01-05 09:59:13,2020-01-05 10:02:57
2322,1,1261,2020-01-05 09:59:54,2020-01-05 10:03:57
2323,2,1261,2020-01-05 10:03:57,2020-01-05 10:03:58
2324,5,1258,2020-01-05 09:46:21,2020-01-05 10:06:17
2325,1,1262,2020-01-05 10:02:57,2020-01-05 10:07:37
2326,2,1263,2020-01-05 10:06:31,2020-01-05 10:11:44
2327,2,1264,2020-01-05 10:11:39,2020-01-05 10:13:39
2328,3,1263,2020-01-05 10:11:44,2020-01-05 10:14:04
2329,1,1264,2020-01-05 10:13:39,2020-01-05 10:19:03
2330,5,1261,2020-01-05 10:03:58,2020-01-05 10:20:40
2331,2,1265,2020-01-05 10:17:40,2020-01-05 10:20:43
2332,1,1268,2020-01-05 10:23:06,2020-01-05 10:24:50
2333,3,1267,2020-01-05 10:22:35,2020-01-05 10:25:22
2334,2,1266,2020-01-05 10:21:52,2020-01-05 10:27:39
2335,5,1270,2020-01-05 10:35:46,2020-01-05 10:35:46
2336,2,1269,2020-01-05 10:29:34,2020-01-05 10:36:58
2337,2,1270,2020-01-05 10:35:46,2020-01-05 10:44:42
2338,5,1266,2020-01-05 10:27:39,2020-01-05 10:46:10
2339,5,1267,2020-01-05 10:25:22,2020-01-05 10:46:44
2340,2,1272,2020-01-05 10:46:02,2020-01-05 10:52:16
2341,3,1273,2020-01-05 10:51:18,2020-01-05 10:53:26
2342,1,1274,2020-01-05 10:54:00,2020-01-05 10:56:31
2343,4,1272,2020-01-05 10:52:16,2020-01-05 10:59:47
2344,1,1275,2020-01-05 10:58:32,2020-01-05 11:02:25
2345,2,1276,2020-01-05 11:04:55,2020-01-05 11:09:23
2346,1,1276,2020-01-05 11:09:23,2020-01-05 11:14:12
2347,5,1273,2020-01-05 10:53:26,2020-01-05 11:14:57
2348,5,1274,2020-01-05 10:56:31,2020-01-05 11:16:21
2349,2,1273,2020-01-05 11:14:57,2020-01-05 11:18:31
2350,3,1274,2020-01-05 11:16:21,2020-01-05 11:19:25
2351,1,1278,2020-01-05 11:18:05,2020-01-05 11:21:56
2352,4,1274,2020-01-05 11:19:25,2020-01-05 11:23:49
2353,1,1279,2020-01-05 11:20:51,2020-01-05 11:25:58
2354,1,1281,2020-01-05 11:25:42,2020-01-05 11:31:25
2355,3,1279,2020-01-05 11:25:58,2020-01-05 11:32:23
2356,3,1283,2020-01-05 11:36:12,2020-01-05 11:42:10
2357,2,1284,2020-01-05 11:38:59,2020-01-05 11:44:29
2358,2,1283,2020-01-05 11:42:10,2020-01-05 11:48:03
2359,1,1285,2020-01-05 11:44:35,2020-01-05 11:49:09
2360,1,1284,2020-01-05 11:44:29,2020-01-05 11:49:35
2361,2,1286,2020-01-05 11:47:49,2020-01-05 11:52:04
2362,2,1285,2020-01-05 11:49:09,2020-01-05 11:52:57
2363,1,1287,2020-01-05 11:51:55,2020-01-05 11:57:16
2364,3,1287,2020-01-05 11:57:16,2020-01-05 12:06:17
2365,2,1289,2020-01-05 12:03:50,2020-01-05 12:07:02
2366,1,1289,2020-01-05 12:07:02,2020-01-05 12:15:05
2367,2,1291,2020-01-05 12:14:52,2020-01-05 12:22:09
2368,1,1291,2020-01-05 12:22:09,2020-01-05 12:25:42
2369,5,1287,2020-01-05 12:06:17,2020-01-05 12:27:51
2370,1,1292,2020-01-05 12:22:51,2020-01-05 12:31:22
2371,2,1293,2020-01-05 12:29:39,2020-01-05 12:32:54
2372,2,1287,2020-01-05 12:27:51,2020-01-05 12:33:20
2373,3,1292,2020-01-05 12:31:22,2020-01-05 12:33:37
2374,3,1294,2020-01-05 12:34:50,2020-01-05 12:42:10
2375,1,1295,2020-01-05 12:38:50,2020-01-05 12:42:50
2376,2,1294,2020-01-05 12:42:10,2020-01-05 12:47:59
2377,2,1296,2020-01-05 12:47:34,2020-01-05 12:49:24
2378,4,1296,2020-01-05 12:49:24,2020-01-05 12:56:01
2379,1,1297,2020-01-05 12:51:51,2020-01-05 12:57:11
2380,2,1297,2020-01-05 12:57:11,2020-01-05 13:00:35
2381,3,1298,2020-01-05 12:55:17,2020-01-05 13:00:56
2382,5,1295,2020-01-05 12:42:50,2020-01-05 13:00:57
2383,2,1298,2020-01-05 13:00:56,2020-01-05 13:07:00
2384,3,1300,2020-01-05 13:07:35,2020-01-05 13:13:42
2385,1,1301,2020-01-05 13:14:34,2020-01-05 13:18:47
2386,3,1301,2020-01-05 13:18:47,2020-01-05 13:21:58
2387,4,1300,2020-01-05 13:13:42,2020-01-05 13:22:02
2388,2,1302,2020-01-05 13:18:13,2020-01-05 13:24:03
2389,5,1299,2020-01-05 13:04:00,2020-01-05 13:25:23
2390,1,1304,2020-01-05 13:25:58,2020-01-05 13:25:58
2391,1,1306,2020-01-05 13:27:39,2020-01-05 13:27:39
2392,1,1300,2020-01-05 13:22:02,2020-01-05 13:28:04
2393,1,1303,2020-01-05 13:24:36,2020-01-05 13:28:34
2394,2,1306,2020-01-05 13:27:39,2020-01-05 13:30:01
2395,1,1302,2020-01-05 13:24:03,2020-01-05 13:30:50
2396,2,1300,2020-01-05 13:28:04,2020-01-05 13:32:27
2397,4,1307,2020-01-05 13:33:46,2020-01-05 13:33:46
2398,4,1303,2020-01-05 13:28:34,2020-01-05 13:34:37
2399,2,1305,2020-01-05 13:27:39,2020-01-05 13:36:13
2400,1,1307,2020-01-05 13:33:46,2020-01-05 13:37:34
2401,5,1301,2020-01-05 13:21:58,2020-01-05 13:41:33
2402,2,1307,2020-01-05 13:37:34,2020-01-05 13:42:28
2403,2,1309,2020-01-05 13:40:21,2020-01-05 13:46:13
2404,2,1310,2020-01-05 13:47:36,2020-01-05 13:53:09
2405,1,1309,2020-01-05 13:46:13,2020-01-05 13:53:24
2406,1,1310,2020-01-05 13:53:09,2020-01-05 13:56:00
2407,3,1311,2020-01-05 13:53:17,2020-01-05 13:57:15
2408,2,1312,2020-01-05 13:56:52,2020-01-05 14:00:23
2409,3,1310,2020-01-05 13:56:00,2020-01-05 14:01:38
2410,1,1311,2020-01-05 13:57:15,2020-01-05 14:05:18
2411,1,1312,2020-01-05 14:00:23,2020-01-05 14:05:39
2412,1,1314,2020-01-05 14:07:39,2020-01-05 14:08:56
2413,3,1312,2020-01-05 14:05:39,2020-01-05 14:11:57
2414,4,1312,2020-01-05 14:11:57,2020-01-05 14:18:20
2415,1,1315,2020-01-05 14:15:02,2020-01-05 14:20:35
2416,4,1316,2020-01-05 14:22:13,2020-01-05 14:26:14
2417,1,1317,2020-01-05 14:26:31,2020-01-05 14:29:18
2418,3,1316,2020-01-05 14:26:14,2020-01-05 14:31:42
2419,3,1317,2020-01-05 14:29:18,2020-01-05 14:34:24
2420,2,1317,2020-01-05 14:34:24,2020-01-05 14:37:32
2421,1,1319,2020-01-05 14:34:41,2020-01-05 14:38:29
2422,4,1318,2020-01-05 14:31:02,2020-01-05 14:38:39
2423,3,1318,2020-01-05 14:38:39,2020-01-05 14:43:33
2424,2,1319,2020-01-05 14:38:29,2020-01-05 14:45:58
2425,3,1320,2020-01-05 14:40:09,2020-01-05 14:46:17
2426,2,1321,2020-01-05 14:41:32,2020-01-05 14:48:54
2427,4,1323,2020-01-05 14:50:19,2020-01-05 14:50:19
2428,5,1323,2020-01-05 14:50:19,2020-01-05 14:50:19
2429,1,1322,2020-01-05 14:46:50,2020-01-05 14:50:50
2430,1,1320,2020-01-05 14:46:17,2020-01-05 14:52:04
2431,4,1321,2020-01-05 14:48:54,2020-01-05 14:52:44
2432,5,1316,2020-01-05 14:31:42,2020-01-05 14:53:29
2433,2,1323,2020-01-05 14:50:19,2020-01-05 14:56:22
2434,1,1321,2020-01-05 14:52:44,2020-01-05 14:56:47
2435,5,1321,2020-01-05 14:56:47,2020-01-05 14:56:47
2436,2,1320,2020-01-05 14:52:04,2020-01-05 14:58:32
2437,5,1318,2020-01-05 14:43:33,2020-01-05 15:01:38
2438,1,1323,2020-01-05 14:56:22,2020-01-05 15:02:26
2439,2,1318,2020-01-05 15:01:38,2020-01-05 15:05:30
2440,2,1325,2020-01-05 15:00:03,2020-01-05 15:06:37
2441,1,1326,2020-01-05 15:06:35,2020-01-05 15:11:07
2442,5,1324,2020-01-05 14:55:38,2020-01-05 15:15:35
2443,3,1327,2020-01-05 15:12:34,2020-01-05 15:17:59
2444,2,1324,2020-01-05 15:15:35,2020-01-05 15:19:19
2445,4,1327,2020-01-05 15:17:59,2020-01-05 15:22:24
2446,2,1328,2020-01-05 15:17:21,2020-01-05 15:22:51
2447,1,1324,2020-01-05 15:19:19,2020-01-05 15:23:11
2448,2,1329,2020-01-05 15:22:29,2020-01-05 15:24:31
2449,4,1329,2020-01-05 15:24:31,2020-01-05 15:24:31
2450,1,1327,2020-01-05 15:22:24,2020-01-05 15:25:52
2451,5,1325,2020-01-05 15:06:37,2020-01-05 15:26:08
2452,4,1325,2020-01-05 15:26:08,2020-01-05 15:26:08
2453,4,1324,2020-01-05 15:23:11,2020-01-05 15:28:12
2454,1,1328,2020-01-05 15:22:51,2020-01-05 15:30:53
2455,3,1324,2020-01-05 15:28:12,2020-01-05 15:33:36
2456,1,1330,2020-01-05 15:28:51,2020-01-05 15:37:57
2457,1,1331,2020-01-05 15:33:49,2020-01-05 15:39:09
2458,1,1332,2020-01-05 15:35:59,2020-01-05 15:42:07
2459,4,1332,2020-01-05 15:42:07,2020-01-05 15:42:07
2460,2,1332,2020-01-05 15:42:07,2020-01-05 15:45:39
2461,4,1330,2020-01-05 15:37:57,2020-01-05 15:47:18
2462,5,1328,2020-01-05 15:30:53,2020-01-05 15:48:35
2463,2,1333,2020-01-05 15:43:16,2020-01-05 15:50:15
2464,1,1334,2020-01-05 15:47:14,2020-01-05 15:50:55
2465,1,1333,2020-01-05 15:50:15,2020-01-05 15:53:27
2466,4,1335,2020-01-05 15:53:47,2020-01-05 15:53:47
2467,4,1333,2020-01-05 15:53:27,2020-01-05 15:57:16
2468,2,1335,2020-01-05 15:53:47,2020-01-05 15:57:46
2469,3,1336,2020-01-05 15:58:36,2020-01-05 16:01:23
2470,5,1331,2020-01-05 15:39:09,2020-01-05 16:03:59
2471,2,1337,2020-01-05 16:02:27,2020-01-05 16:06:02
2472,2,1336,2020-01-05 16:01:23,2020-01-05 16:09:16
2473,1,1337,2020-01-05 16:06:02,2020-01-05 16:09:24
